0,1,2,3
-2.59249999,-48.36055555,42.95,27.158831107987822
-4.82749999,-48.1736111,203.0,26.485371129326044
-0.618884,-47.356596,23.18,27.122695887120983
-6.639622,-51.956966,211.0,26.611615284411638
-1.04722221,-46.78583333,41.0,27.5421454628363
-0.72777777,-48.51583333,12.54,26.441833333333335
-1.680251,-50.478139,11.0,26.491353383458648
-3.82277777,-49.67499999,137.94,27.41811247723133
-6.077427,-50.142265,707.0,
-4.27694443,-55.99305555,24.46,27.935497416020667
-1.880789,-55.519856,89.64,26.799692622950822
-9.338611,-50.35028,176.75,27.915004553734057
-6.74333333,-51.14194444,320.93,26.546595652799766
-4.243989,-49.939308,100.76,27.44569672131147
-2.239653,-49.499827,9.92,28.189687172578957
-2.0,-54.07638888,100.53,27.982749675745787
-5.366447,-49.051166,116.58,26.958654724913178
-8.30361,-49.28277,175.74,27.04073574989894
-6.320067,-55.787783,259.88,26.167643564356432
-7.110518,-49.926072,245.0,26.943808672329016
-1.734766,-47.0575,79.1,26.520867540742554
-2.502572,-54.720279,137.0,26.212068965517243
-4.28055554,-47.56388888,251.0,26.783834244080147
-3.27027777,-52.39472221,191.0,25.784615384615382
-8.04333333,-50.00694444,199.0,27.950068461889547
-8.793662,-63.845931,86.7,
-12.73499999,-60.15777777,583.3,25.726810109289616
-11.445837,-61.434146,183.53,27.523542805100185
-9.949001,-62.961873,128.44,26.60171352074967
2.816897,-60.690821,82.35,28.215122419587132
-10.190744,-48.301811,291.87,28.535873605947955
-12.615,-47.87194443,284.96,26.652828456683874
-12.015377,-48.544517,250.87,27.439766366512536
-11.745782,-49.049703,279.07,26.57194964493221
-8.968677,-48.177259,189.71,27.82247267759563
-7.103954,-48.201231,230.76,26.29361638060825
-11.59444444,-46.84722221,727.87,25.413746847053428
-11.88749999,-49.60833333,215.2,27.444524134790527
-10.434441,-45.921941,791.0,24.098216187433437
-9.576389,-49.723333,186.69,27.34091355599214
-8.15472222,-46.63944444,426.56,27.298316920322293
-5.643725,-48.111839,130.71,27.433990410229093
-7.124191,-48.781267,171.0,27.282148098732485
-8.092708,-48.478605,200.0,26.918045885172926
-9.793363,-47.132732,291.0,26.88462331119762
-10.476944,-49.629475,161.0,28.640272177419355
-11.429018,-48.184889,306.0,26.87682437850842
-11.284098,-47.212125,503.0,25.97202900695575
-12.592213,-49.528738,231.0,26.916070985356168
-10.828286,-49.847882,178.0,26.793889716840535
-20.27083332,-40.30583333,9.0,25.66954513148543
-19.988388,-40.579572,975.92,18.825125227686698
-19.35694444,-40.0686111,40.0,24.815431044300194
-20.636526,-40.741818,14.19,25.96477376808939
-18.676198,-39.864051,28.66,24.460501424501423
-20.75055555,-41.48888888,138.0,26.167278511992173
-21.10083333,-41.03944444,69.12,25.415786240786243
-18.69527777,-40.39055555,156.02,24.818474175135737
-18.29138888,-40.73638888,224.0,26.969128477905073
-19.407181,-40.539825,95.0,24.616176135067306
-20.38555555,-41.18999999,722.0,22.03166017147311
-20.46694443,-40.40388888,25.0,24.171120009707558
-20.10416666,-41.10694444,507.48,23.86349614395887
-21.228373,-43.767703,1168.76,19.23859389243391
-19.605696,-46.949617,1018.32,22.385158567191425
-16.686316,-43.843763,645.87,24.282316101115917
-18.91694443,-48.25555555,874.77,24.09759763178868
-16.166773,-40.687756,189.11,27.08397583940309
-22.86166666,-46.04333333,1544.89,16.07407196538374
-20.762607,-42.864013,697.64,20.76465900034157
-19.57388888,-42.62249999,493.42,22.79069687998178
-18.95277777,-49.52499999,540.08,24.513733609385785
-20.55666666,-43.75611111,1048.2,20.254485428051005
-21.106502,-44.250928,929.88,21.94169575334497
-21.56638888,-45.40416666,949.78,21.214539451212573
-20.745237,-46.633916,781.7,23.238185415488974
-21.104867,-42.375904,282.79,23.52324071965384
-21.769965,-43.364329,936.88,19.81426619606057
-19.53921,-49.518133,559.07,25.064294660138906
-19.98586,-48.151574,572.54,24.365482695810563
-19.883945,-43.969397,854.02,22.509551208285387
-17.798799,-40.249933,211.97,24.049158451550856
-18.996684,-46.985935,978.11,21.33399362477231
-20.45493,-45.453825,878.14,22.28392348855744
-19.87527777,-47.43416666,913.12,22.898758824869052
-14.408228,-44.404123,519.52,24.390400916380298
-17.89284,-41.515423,467.17,23.350378353588628
-18.200855,-45.459836,931.01,22.618468628146047
-22.395799,-44.961909,1017.1,19.906797995900707
-21.918066,-46.382996,1077.34,18.948246812386156
-22.314567,-45.373049,1281.43,17.59919171220401
-18.830354,-41.977007,198.24,24.53891851668114
-18.78694444,-42.94305555,852.68,21.337936179981636
-19.532768,-41.090801,287.74,25.499368264585655
-19.885398,-44.416883,753.5,21.355339253187612
-19.481935,-45.593932,721.09,23.210746812386155
-18.231052,-43.648269,1359.25,19.014789935101902
-18.747711,-44.453785,669.48,23.34485428051002
-15.085958,-44.016036,454.0,25.07092109757486
-18.78062,-40.986505,254.91,24.500372266170313
-17.705504,-42.389256,932.06,20.54455510418032
-16.55416666,-46.88194443,640.85,24.318071860547846
-14.91222222,-42.80861111,565.36,
-15.52416666,-46.43555555,894.0,23.12223994531161
-17.258064,-44.835556,505.32,24.786180070930097
-17.56138888,-47.19916666,997.01,22.261657559198543
-16.362747,-45.123801,490.29,26.520456707897242
-15.30027777,-45.61749999,873.2,23.500286697247702
-15.751536,-41.457787,754.07,22.218644805571678
-16.575667,-41.485588,271.63,26.052853229856197
-15.723139,-42.435756,850.06,21.952880236794172
-16.16027777,-42.31027777,487.14,25.61624482282559
-17.784477,-46.119394,877.05,23.139002763703363
-19.735757,-42.137146,609.25,26.41986319389634
-20.031457,-44.011249,1198.82,20.544562485720817
-20.26333333,-42.18277777,819.47,20.804475392103843
-21.546728,-43.261029,411.14,24.571007604562737
-15.448089,-44.366313,468.0,25.09679266895762
-20.909892,-47.114259,845.0,21.790606854150063
-18.52055554,-46.44055555,950.0,22.869690927218343
-15.80277777,-43.29694444,532.0,25.87705746462605
-20.17333332,-44.87499999,796.0,22.58110478359909
-20.0311111,-46.00888888,697.0,21.82230857142857
-16.84888888,-42.44055555,308.0,26.350982332155475
-21.680722,-45.944389,969.0,21.2124928693668
-19.71,-47.96194444,778.0,23.341090074584052
-19.45527777,-44.17333332,719.0,22.835385361124573
-20.715,-44.86444444,1025.0,20.942213011806082
-17.24444444,-46.88166666,705.0,24.24121126398354
-19.97999999,-43.95861111,1199.55,20.36441199954374
-22.75777777,-43.68472221,35.0,24.443932149362478
-23.05027777,-43.59555555,12.0,24.0184568120052
-22.58972221,-43.28222221,22.0,23.62851775956284
-21.58749999,-41.95833333,46.0,23.59931506849315
-22.97527777,-42.02138888,5.0,24.088184735273895
-21.71472222,-41.34388888,17.0,24.226673497267765
-22.3761111,-41.81194444,28.0,23.802368211317315
-22.45138888,-44.44499999,438.83,22.352265482695813
-22.46472222,-43.29138888,1777.0,17.29842715231788
-22.35805555,-43.69555555,370.0,25.24109589041096
-22.4486111,-42.98694444,981.0,18.616283306763833
-23.2236111,-44.72694443,3.0,23.241889544980893
-22.04166666,-41.05166666,7.0,24.410741931642253
-22.86138888,-43.41138888,30.43,24.701342710997437
-22.33472221,-42.67694443,1070.0,17.82449908925319
-22.09833333,-43.20833333,295.0,22.934722222222224
-22.653579,-44.040916,516.0,21.895973326493976
-22.867389,-43.102056,6.0,25.083661843454482
-22.975694,-44.303444,6.0,24.97185563251914
-21.938745,-42.600936,293.0,23.08759107468124
-21.95055555,-42.01027777,517.0,20.67212909111643
-22.373944,-44.703111,2450.0,11.270881313419224
-22.939883,-43.402897,20.0,23.84667959282598
-22.98833333,-43.19055555,25.59,24.035892191072072
-22.64583333,-42.41555555,19.0,23.59801844892381
-22.8711111,-42.60888888,26.0,24.780933977455717
-23.496294,-46.620088,785.64,21.054890128657636
-22.358052,-49.028877,636.17,22.889184881602915
-22.75027777,-45.60388888,1662.95,15.552420639784286
-22.119867,-51.408637,431.92,24.789853091902973
-20.58444444,-47.38249999,1002.74,22.597630439735703
-21.980353,-47.883927,859.29,22.031708983263123
-24.671654,-47.545896,2.7,22.058743169398905
-23.426035,-47.585552,609.33,21.947538574577518
-23.98194443,-48.88583333,743.33,20.909965034965033
-23.85194444,-48.16472222,675.68,20.223591790193844
-22.949,-49.894546,443.49,22.17616654702082
-22.372832,-50.97471,398.75,22.802914389799636
-23.10166666,-48.9411111,776.36,23.786289784108614
-22.70305555,-47.62333332,566.46,23.71663061114116
-21.66611111,-49.73472221,460.65,24.762424803331793
-23.041668,-45.520841,582.26,21.521288706739526
-20.403221,-49.966031,510.37,25.327496299669818
-20.165,-50.59499999,460.44,26.187084148727983
-21.31916666,-50.93027777,381.9,24.445314487632505
-21.085675,-49.920388,408.35,24.690574088440652
-21.13305554,-48.84055555,525.44,26.09277144571086
-21.85555555,-48.79972221,496.75,23.491234061930783
-21.78056,-47.07528,734.15,22.620877817319098
-22.415062,-46.805292,634.89,22.91484756097561
-23.22833332,-45.41694443,862.3,19.61377098880597
-22.4711111,-48.5575,533.68,24.76510713583645
-22.951944,-46.530556,891.0,20.96122588745577
-24.96277777,-48.41638888,659.89,
-21.33833333,-48.11388888,540.41,23.388547358834245
-20.55916666,-48.54499999,534.36,23.897461004212683
-20.35972222,-47.77527777,610.58,23.479848060775694
-23.52388888,-46.86944443,776.5,20.471163479052823
-21.457699,-51.552254,720.0,26.559330430866233
-22.235222,-49.965111,660.0,23.452538706739524
-20.94916666,-48.48999999,790.0,25.289778278842544
-23.84472221,-46.14333333,5.0,26.219373401534526
-24.53305554,-47.86416666,35.0,26.11454836131095
-23.81083333,-45.4025,24.0,25.361842849067273
-21.927251,-50.490251,498.0,24.533115693012597
-22.68888888,-45.00555555,586.0,21.83253694241127
-21.46111111,-47.57944443,620.0,23.86694857142857
-23.724501,-46.677501,771.0,20.016943748576637
-25.448688,-49.230602,922.91,19.036333917104493
-25.010757,-50.853853,803.58,19.989188243526943
-24.786954,-49.999266,993.6,18.364859323385353
-24.53333333,-54.01916666,392.07,23.115633489750554
-23.505266,-49.946387,512.67,23.058441918491823
-24.43722221,-51.96305555,656.24,21.493772727272727
-25.567879,-51.077946,1208.85,17.160245901639342
-23.39027777,-53.63583333,381.29,23.663168461398065
-24.15833333,-53.03055554,452.34,22.533040201005026
-23.40527777,-51.93277777,548.51,24.032005009677786
-23.415284,-50.577744,664.31,21.50147504546373
-25.69916666,-53.09527777,545.95,21.178756322523054
-25.60194444,-54.48305554,235.09,25.599109686609687
-22.639366,-52.890156,368.22,24.817515497751305
-22.658273,-52.134526,308.7,24.513257050392973
-25.721863,-53.74792,399.1,22.70711778235081
-23.359156,-52.931912,365.79,24.396794871794874
-23.773341,-50.18057,692.88,21.374925951241742
-24.280394,-50.21015,1093.41,21.379525862068963
-25.508935,-48.808681,50.31,21.61164545025931
-25.835604,-50.368994,780.21,17.98002049180328
-26.3986111,-51.35361111,1009.01,16.813126138433514
-26.41722221,-52.3486111,966.06,19.00050277169009
-24.570861,-52.800256,598.0,27.346624087591238
-25.36888888,-52.39194444,835.0,19.64372618901315
-25.322464,-49.157733,950.0,17.90209907640638
-30.05361111,-51.17472221,41.18,20.574772209567197
-32.07878,-52.167738,4.92,18.87488615664845
-29.72499999,-53.72055554,103.1,19.874064245810057
-30.75055555,-55.40138888,196.0,18.15239255014327
-27.854345,-53.791179,489.67,20.58006610439936
-29.35027777,-49.73333333,8.44,20.68930219929406
-29.83987,-57.081899,74.29,20.475944847962577
-27.890463,-54.480014,272.84,21.380616740088108
-31.403299,-52.700699,446.81,20.402339901477834
-30.545317,-53.46705,420.82,18.169745984736302
-29.87222221,-52.38194443,106.99,20.29414845173042
-29.709083,-55.525486,120.88,20.428506323345108
-31.347801,-54.013292,226.19,18.86400277970813
-27.65771,-52.305805,777.08,18.969543378995432
-28.748615,-50.057869,1228.59,14.515949453551912
-28.650092,-56.016291,81.08,22.712559004434272
-30.368578,-56.437115,113.05,19.799873257287707
-30.341438,-54.310909,114.89,20.127231329690346
-29.191599,-54.885653,390.03,19.74424185756584
-30.010268,-50.135887,4.56,19.9603825136612
-32.534825,-53.37586,31.48,18.00903563176456
-28.859211,-52.542387,660.44,19.19483234141385
-30.807953,-51.83424,92.3,19.134826272653815
-28.226805,-52.403582,680.67,19.296623502359918
-29.164581,-51.534202,623.27,18.061682865131143
-28.222381,-51.512845,833.83,18.092774105311147
-28.417113,-54.962403,245.5,21.647630467054928
-28.60344,-53.673597,426.69,19.57443874643874
-27.395686,-53.429421,489.42,20.346865880705028
-27.92027777,-53.31805554,614.11,19.711913439635534
-31.24833333,-50.90638888,3.82,21.5150883218842
-29.36888888,-50.82722221,830.93,16.55415907019143
-28.513602,-50.882738,969.89,16.6929422548121
-31.002528,-54.618139,150.0,19.096209615873825
-29.45027777,-51.82416666,80.41,20.676824962988267
-28.653458,-53.111881,455.27,19.76787340619308
-29.674293,-51.064042,23.35,20.794409655015365
-29.0893814,-53.82665025,462.0,19.32832422586521
-31.8025,-52.40722222,13.0,18.82219184324447
-29.70222222,-54.69444444,134.0,20.798442748091603
-30.54305555,-52.52472221,427.75,18.439157175398634
-28.704806,-51.870751,545.0,18.844364754098365
-29.049125,-50.149636,1017.0,16.10534746477177
-33.742297,-53.372218,7.41,17.56538023679417
-27.60253,-48.620096,4.87,21.713110832668864
-28.53249999,-49.31527777,40.56,20.246686159844057
-28.27564,-49.934617,1400.06,14.752682537874476
-26.40638888,-52.85027777,943.57,20.69463155229172
-26.913704,-49.267978,72.24,21.36595014863938
-27.16916666,-51.55888888,767.63,19.642789741108153
-28.126992,-49.47961,1790.38,11.875464387464389
-26.286562,-53.633114,807.54,20.345571493624767
-26.081303,-48.641774,6.18,21.147156029218056
-26.7861111,-53.51388888,645.0,23.20309455587392
-26.938666,-52.39809,878.74,19.665903916211292
-26.819156,-50.98552,944.26,17.52565864833906
-27.288624,-50.604283,978.1,17.419831511839707
-26.93749999,-50.14555555,591.67,16.380946388119806
-26.248411,-49.580624,856.89,17.61265938069217
-27.41841,-49.646874,479.79,18.785951730418944
-26.3936111,-50.36333333,799.58,17.87966757741348
-27.802228,-50.335457,952.7,16.7004210948466
-28.60444444,-48.81333333,34.36,20.632629161882896
-28.931353,-49.49792,2.0,20.260410256410257
-26.950924,-48.762031,9.76,20.34346809680968
-27.6786111,-49.04194444,881.0,17.194119294315318
-27.0853111,-52.6357111,679.0,20.701242023701003
-27.3886111,-51.21583333,963.0,17.92137648131267
